标题,小区,年限,户型,面积,楼层,单价,装修,总价,地址1,地址2,地址3,发布日期,url
邗江实验学校 幸福小区2楼+拎包即住2居室 邻百祥园得祥园,幸福小区,2000,2室2厅1卫,80.0,低层(共6层),14975.0,精装修,119.8,邗江,汽车西站,新城河路46号,2018年07月12日,https://yangzhou.anjuke.com/prop/view/A1320649739?from=filter&spread=commsearch_p&position=2192&kwtype=filter&now_time=1531924139
文汇苑汇才苑84平方2室2厅120万精装修电梯房楼层好。,汇才苑,2010,2室2厅1卫,84.0,中层(共11层),14285.0,精装修,120,邗江,汽车西站,文汇西路,2018年07月10日,https://yangzhou.anjuke.com/prop/view/A1317476306?from=filter&spread=commsearch_p&position=2191&kwtype=filter&now_time=1531924139
紫阳苑旁春晖苑实景2房，邗江实验本部，不沿街独立车库一间,春晖苑,2013,2室2厅1卫,83.0,中层(共18层),16867.0,精装修,140,邗江,汽车西站,春晖巷,2018年06月04日,https://yangzhou.anjuke.com/prop/view/A1267840923?from=filter&spread=commsearch_p&position=2190&kwtype=filter&now_time=1531924139
邗实春晖苑两房满三唯一精装修靠彩虹苑紫阳苑,春晖苑,2004,2室1厅1卫,83.0,中层(共19层),16867.0,精装修,140,邗江,汽车西站,春晖巷,2018年06月03日,https://yangzhou.anjuke.com/prop/view/A1266135726?from=filter&spread=commsearch_p&position=2189&kwtype=filter&now_time=1531924139
水印西堤精装两室楼层佳阳光好拎包即住随时看房,首开水印西堤,2012,2室2厅1卫,89.0,高层(共18层),16292.0,精装修,145,邗江,汽车西站,博物馆路,2018年06月09日,https://yangzhou.anjuke.com/prop/view/A1275436715?from=filter&spread=commsearch_p&position=2280&kwtype=filter&now_time=1531924267
瘦西湖鼎苑 瘦西湖福苑  月明苑  精装修 4楼总楼层5楼,瘦西湖鼎苑,2013,2室2厅1卫,80.0,共5层,15000.0,精装修,120,维扬,瘦西湖,玉箫路9号,2018年07月01日,https://yangzhou.anjuke.com/prop/view/A1305158184?from=filter&spread=commsearch_p&position=2279&kwtype=filter&now_time=1531924267
京华城水印西堤89.73平米2室2厅1卫精装修邻水晶城橡树湾,首开水印西堤,2014,2室2厅1卫,89.7,中层(共18层),16493.0,精装修,148,邗江,汽车西站,博物馆路,2018年05月02日,https://yangzhou.anjuke.com/prop/view/A1210694989?from=filter&spread=commsearch_p&position=2278&kwtype=filter&now_time=1531924267
春晖园电梯精装两房 好楼层 靠紫阳苑彩虹苑金水桥富丽康城上林,春晖苑,2000,2室2厅1卫,83.0,高层(共12层),16867.0,精装修,140,邗江,汽车西站,春晖巷,2018年06月25日,https://yangzhou.anjuke.com/prop/view/A1296774231?from=filter&spread=commsearch_p&position=2277&kwtype=filter&now_time=1531924267
急售邗实旁春晖苑 83平米 精装 有车库 140万,春晖苑,2013,2室2厅1卫,83.0,中层(共19层),16867.0,精装修,140,邗江,汽车西站,春晖巷,2018年07月03日,https://yangzhou.anjuke.com/prop/view/A1308011566?from=filter&spread=commsearch_p&position=2276&kwtype=filter&now_time=1531924267
京华城南侧 绿杨新苑一期精装修 多层4楼车库12平位置好,绿杨新苑,2009,2室2厅1卫,82.0,中层(共6层),14731.0,精装修,120.8,邗江,汽车西站,"文汇西路,真州中路",2018年06月06日,https://yangzhou.anjuke.com/prop/view/A1270489192?from=filter&spread=commsearch_p&position=2275&kwtype=filter&now_time=1531924267
万达商圈金鑫花苑精致多层4楼独立车库,金鑫花苑,2005,2室2厅1卫,86.0,中层(共6层),12790.0,精装修,110,邗江,汽车西站,顺达路19号,2018年07月17日,https://yangzhou.anjuke.com/prop/view/A1326910234?from=filter&spread=commsearch_p&position=2274&kwtype=filter&now_time=1531924267
京华城  天俊华府  绿杨新苑  橡树湾附近首开水印西提,首开水印西堤,2010,2室2厅1卫,85.0,中层(共16层),17352.0,精装修,147.5,邗江,汽车西站,博物馆路,2018年07月12日,https://yangzhou.anjuke.com/prop/view/A1320476701?from=filter&spread=commsearch_p&position=2273&kwtype=filter&now_time=1531924267
欧尚商圈 天宝物华旁 雅居乐2房精装 采光好 随时看房,雅居乐国际,2016,2室1厅1卫,85.0,高层(共33层),18000.0,精装修,153,邗江,汽车西站,江阳中路,2018年06月01日,https://yangzhou.anjuke.com/prop/view/A1264707100?from=filter&spread=commsearch_p&position=2272&kwtype=filter&now_time=1531924267
{专业精神}扬州天下三期 自带精装2房学位房 未住人 随时看,扬州天下中兴苑,2015,2室2厅1卫,89.0,低层(共8层),20786.0,精装修,185,邗江,汽车西站,杨柳青路169号,2018年07月04日,https://yangzhou.anjuke.com/prop/view/A1309015277?from=filter&spread=commsearch_p&position=2271&kwtype=filter&now_time=1531924267
骏和国际公馆精装2房+车库+车位靠天宝物华+雅居乐+金轮+阳,骏和国际公馆,2013,2室2厅1卫,86.0,低层(共28层),18895.0,精装修,162.5,邗江,汽车西站,维扬路18号,2018年07月14日,https://yangzhou.anjuke.com/prop/view/A1323729339?from=filter&spread=commsearch_p&position=2270&kwtype=filter&now_time=1531924267
花园小学旁新城花园荷香苑83平方两房108万有车库,新城花园荷香苑,2000,2室2厅1卫,83.2,低层(共6层),12980.0,精装修,108,邗江,汽车西站,维扬路125号,2018年06月19日,https://yangzhou.anjuke.com/prop/view/A1289170887?from=filter&spread=commsearch_p&position=2269&kwtype=filter&now_time=1531924267
万达旁 邗实 春晖苑 精装2室 140万,春晖苑,2009,2室1厅1卫,83.0,中层(共19层),16867.0,精装修,140,邗江,汽车西站,春晖巷,2018年07月12日,https://yangzhou.anjuke.com/prop/view/A1320492606?from=filter&spread=commsearch_p&position=2268&kwtype=filter&now_time=1531924267
欧尚宝龙商圈骏和国际公馆精装两房带车库车位靠雅居乐金轮,骏和国际公馆,2013,2室2厅1卫,84.5,低层(共28层),19266.0,精装修,162.8,邗江,汽车西站,维扬路18号,2018年07月16日,https://yangzhou.anjuke.com/prop/view/A1326736201?from=filter&spread=commsearch_p&position=2267&kwtype=filter&now_time=1531924267
{专业精神}阳光花都雅居乐旁骏和国际公馆精装修2房含车库车位,骏和国际公馆,2013,2室1厅1卫,84.6,低层(共18层),19248.0,精装修,162.8,邗江,汽车西站,维扬路18号,2018年07月11日,https://yangzhou.anjuke.com/prop/view/A1319741969?from=filter&spread=commsearch_p&position=2266&kwtype=filter&now_time=1531924267
京华城附近天俊华府水晶城旁水印西堤两房出售,首开水印西堤,2014,2室2厅1卫,89.0,高层(共18层),16292.0,精装修,145,邗江,汽车西站,博物馆路,2018年06月11日,https://yangzhou.anjuke.com/prop/view/A1278168319?from=filter&spread=commsearch_p&position=2265&kwtype=filter&now_time=1531924267
橡树湾水印西堤精装修2室,橡树湾,2010,2室2厅1卫,85.0,中层(共15层),16917.0,精装修,143.8,邗江,汽车西站,兴城西路,2018年06月27日,https://yangzhou.anjuke.com/prop/view/A1299643927?from=filter&spread=commsearch_p&position=2264&kwtype=filter&now_time=1531924267
蓝爵庄园花园洋房现房 需要全款 南北通透 送车库车位随时看房,蓝爵庄园,2015,2室2厅1卫,82.1,共1层,11790.0,毛坯,96.8,邗江,汽车西站,施沙路,2018年07月03日,https://yangzhou.anjuke.com/prop/view/A1307390446?from=filter&spread=commsearch_p&position=2263&kwtype=filter&now_time=1531924267
绿地上方公馆东庭 89平 127万 靠近大润发麦德 欢迎看房,绿地上方公馆东庭,2010,2室2厅1卫,89.0,中层(共11层),14269.0,精装修,127,邗江,汽车西站,祥云路55号,2018年07月16日,https://yangzhou.anjuke.com/prop/view/A1326244871?from=filter&spread=commsearch_p&position=2262&kwtype=filter&now_time=1531924267
商圈 142万出售首开水印西提精装电梯房 靠西大润发 蒋王水,首开水印西堤,2012,2室2厅1卫,89.0,高层(共18层),15955.0,精装修,142,邗江,汽车西站,博物馆路,2018年05月21日,https://yangzhou.anjuke.com/prop/view/A1244352516?from=filter&spread=commsearch_p&position=2261&kwtype=filter&now_time=1531924267
水印西堤 2室婚房精装 厅通阳台 靠水晶城 橡树湾 京华城,首开水印西堤,2013,2室2厅1卫,85.0,中层(共16层),17411.0,精装修,148,邗江,汽车西站,博物馆路,2018年07月12日,https://yangzhou.anjuke.com/prop/view/A1320650737?from=filter&spread=commsearch_p&position=2260&kwtype=filter&now_time=1531924267
万科金色梦想精装修3房 靠唐悦国际 汇锦花苑 香榭里8号,万科金色梦想,2015,3室2厅1卫,87.0,低层(共19层),14137.0,精装修,123,邗江,邗江工业园,"司徒庙路,近蜀冈西路",2018年07月14日,https://yangzhou.anjuke.com/prop/view/A1323830860?from=filter&spread=commsearch_p&position=2259&kwtype=filter&now_time=1531924267
新城花园一楼带院子，院子约20平，南北通透，可改三房，采光好,新城花园兰香苑,2000,2室2厅1卫,81.0,低层(共6层),13061.0,精装修,105.8,邗江,汽车西站,维扬路,2018年06月21日,https://yangzhou.anjuke.com/prop/view/A1291076812?from=filter&spread=commsearch_p&position=2258&kwtype=filter&now_time=1531924267
瘦西湖鼎苑80平2室2厅1卫精装修,瘦西湖鼎苑,2012,2室2厅1卫,80.0,共5层,15000.0,精装修,120,维扬,瘦西湖,玉箫路9号,2018年06月28日,https://yangzhou.anjuke.com/prop/view/A1301255738?from=filter&spread=commsearch_p&position=2257&kwtype=filter&now_time=1531924267
急售新城花园兰香苑 婚房 满五唯一 近邻市中心万达三盛,新城花园兰香苑,2008,2室2厅1卫,85.0,高层(共6层),12941.0,精装修,110,邗江,汽车西站,维扬路,2018年06月27日,https://yangzhou.anjuke.com/prop/view/A1299822996?from=filter&spread=commsearch_p&position=2256&kwtype=filter&now_time=1531924267
{远大优选}瘦西湖鼎苑梅小北校区楼层好精装修两室朝南拎包入住,瘦西湖鼎苑,2010,2室1厅1卫,80.0,共5层,15000.0,精装修,120,维扬,瘦西湖,玉箫路9号,2018年06月28日,https://yangzhou.anjuke.com/prop/view/A1301207017?from=filter&spread=commsearch_p&position=2255&kwtype=filter&now_time=1531924267
京华城水印西堤2室婚装85平147.5万楼层好阳光充裕拎包住,首开水印西堤,2013,2室2厅1卫,85.0,中层(共16层),17352.0,精装修,147.5,邗江,汽车西站,博物馆路,2018年07月16日,https://yangzhou.anjuke.com/prop/view/A1326543469?from=filter&spread=commsearch_p&position=2254&kwtype=filter&now_time=1531924267
万达南 新港名兴花园婚房装修两房12楼采光好满五年,新港名兴花园,2011,2室2厅1卫,83.0,中层(共18层),15180.0,精装修,126,邗江,汽车西站,开发路,2018年04月20日,https://yangzhou.anjuke.com/prop/view/A1195034520?from=filter&spread=commsearch_p&position=2253&kwtype=filter&now_time=1531924267
绿地上港公馆精装两室82平米116万靠红星美凯龙麦德龙超市,绿地上方公馆东庭,2009,2室2厅1卫,82.0,中层(共16层),14390.0,精装修,118,邗江,汽车西站,祥云路55号,2018年07月05日,https://yangzhou.anjuke.com/prop/view/A1310690950?from=filter&spread=commsearch_p&position=2252&kwtype=filter&now_time=1531924267
新港名兴花园 2/1/1 11楼精装 振兴花园双语 靠万达,新港名城花园,2006,2室1厅1卫,84.0,中层(共18层),15000.0,精装修,126,邗江,汽车西站,文昌西路175号,2018年07月16日,https://yangzhou.anjuke.com/prop/view/A1326009227?from=filter&spread=commsearch_p&position=2251&kwtype=filter&now_time=1531924267
金鑫花苑紧临万达力宝精装修2房南北通透室内采光充足提包入住,金鑫花苑,2010,2室2厅1卫,86.0,中层(共6层),13488.0,精装修,116,邗江,汽车西站,顺达路19号,2018年06月30日,https://yangzhou.anjuke.com/prop/view/A1303771639?from=filter&spread=commsearch_p&position=2250&kwtype=filter&now_time=1531924267
橡树湾，精装修满三年，随时看房，房东诚心卖，急售啊,橡树湾,2013,2室1厅1卫,80.0,中层(共27层),18250.0,精装修,146,邗江,汽车西站,兴城西路,2018年07月14日,https://yangzhou.anjuke.com/prop/view/A1323187681?from=filter&spread=commsearch_p&position=2249&kwtype=filter&now_time=1531924267
瘦西湖景苑 梅岭花都汇校区 两室精装拎包入住 三楼鸿福瘦西湖,瘦西湖景苑,2009,2室1厅1卫,80.0,共5层,15375.0,精装修,123,维扬,瘦西湖,上方寺路60号,2018年07月07日,https://yangzhou.anjuke.com/prop/view/A1314102795?from=filter&spread=commsearch_p&position=2340&kwtype=filter&now_time=1531924389
梅岭北校 鸿福三村两室 南北通透大车库 靠佳家花园瘦西湖新苑,鸿福三村,2010,2室2厅1卫,87.0,共5层,13793.0,精装修,120,维扬,城北乡,玉人路2-25号,2018年07月06日,https://yangzhou.anjuke.com/prop/view/A1311946861?from=filter&spread=commsearch_p&position=2339&kwtype=filter&now_time=1531924389
古运河景观房 凯运天地 精装 两房 南北通透 即买即住,凯运天地水岸华城,2015,2室2厅1卫,89.0,共5层,15168.0,精装修,135,广陵,文昌阁,解放南路55号,2018年06月21日,https://yangzhou.anjuke.com/prop/view/A1291925540?from=filter&spread=commsearch_p&position=2338&kwtype=filter&now_time=1531924389
东昇花园精装两室！东方丽景正泰花园施井西苑扬名苑银泰雅苑,东昇花园,2000,2室2厅1卫,89.0,共5层,14044.0,精装修,125,广陵,施井路,汤汪路,2018年05月21日,https://yangzhou.anjuke.com/prop/view/A1244373310?from=filter&spread=commsearch_p&position=2337&kwtype=filter&now_time=1531924389
首开水印西緹，紧邻大润发超市，交通便利，小区环境好,首开水印西堤,2013,2室2厅1卫,89.9,中层(共18层),17250.0,精装修,155,邗江,汽车西站,博物馆路,2018年07月16日,https://yangzhou.anjuke.com/prop/view/A1325933298?from=filter&spread=commsearch_p&position=2336&kwtype=filter&now_time=1531924389
华润橡树湾精装2房 提包入住 靠蒋王大润发 京华城 水晶城,橡树湾,2013,2室2厅1卫,80.0,中层(共27层),18250.0,精装修,146,邗江,汽车西站,兴城西路,2018年05月29日,https://yangzhou.anjuke.com/prop/view/A1259441919?from=filter&spread=commsearch_p&position=2335&kwtype=filter&now_time=1531924389
春晖苑精装两室楼层佳阳光好有车库拎包即住随时看房,春晖苑,2010,2室1厅1卫,83.0,中层(共16层),16867.0,精装修,140,邗江,汽车西站,春晖巷,2018年05月29日,https://yangzhou.anjuke.com/prop/view/A1259859599?from=filter&spread=commsearch_p&position=2334&kwtype=filter&now_time=1531924389
水印西提精装两房急售！靠西区大润发，京华城！,首开水印西堤,2011,2室2厅1卫,85.0,中层(共18层),17529.0,精装修,149,邗江,汽车西站,博物馆路,2018年06月16日,https://yangzhou.anjuke.com/prop/view/A1285664640?from=filter&spread=commsearch_p&position=2333&kwtype=filter&now_time=1531924389
邗实本部 春晖苑2房精装带车库 靠万达 彩虹苑 得祥园百祥园,春晖苑,2013,2室1厅1卫,83.0,高层(共11层),16867.0,精装修,140,邗江,汽车西站,春晖巷,2018年07月05日,https://yangzhou.anjuke.com/prop/view/A1310318865?from=filter&spread=commsearch_p&position=2332&kwtype=filter&now_time=1531924389
文昌花园 精装婚房南北通透楼层佳刚需两房江南一品骏和天城旁,文昌花园,2005,2室2厅1卫,88.0,共5层,15000.0,精装修,132,广陵,曲江公园,文昌中路18号,2018年06月09日,https://yangzhou.anjuke.com/prop/view/A1275123977?from=filter&spread=commsearch_p&position=2331&kwtype=filter&now_time=1531924389
{远大优选}鸿福家园三村 精装 两室两厅 近花都汇 梅岭校区,鸿福三村,2010,2室2厅1卫,87.0,共5层,16091.0,精装修,140,维扬,城北乡,玉人路2-25号,2018年07月07日,https://yangzhou.anjuke.com/prop/view/A1313495168?from=filter&spread=commsearch_p&position=2330&kwtype=filter&now_time=1531924389
振兴双语校区房金鑫花园88平两室两厅中装清爽出售,金鑫花苑,2000,2室2厅1卫,86.0,共5层,13372.0,精装修,115,仪征市,仪征市,前进路,2018年05月31日,https://yangzhou.anjuke.com/prop/view/A1262825364?from=filter&spread=commsearch_p&position=2329&kwtype=filter&now_time=1531924389
东昇花园 多层三楼 精装两房 带车库15平 房型好采光足,东昇花园,2008,2室1厅1卫,89.0,共5层,12359.0,精装修,110,广陵,施井路,汤汪路,2018年05月21日,https://yangzhou.anjuke.com/prop/view/A1244472936?from=filter&spread=commsearch_p&position=2328&kwtype=filter&now_time=1531924389
新上文昌路党建社区曲江公园大润发瘦西湖隧道运河风光看房方便,文昌花园,2006,2室2厅1卫,88.0,共5层,15340.0,精装修,135,广陵,曲江公园,文昌中路18号,2018年07月15日,https://yangzhou.anjuke.com/prop/view/A1324669569?from=filter&spread=commsearch_p&position=2327&kwtype=filter&now_time=1531924389
{远大优选}鸿福三村精装两房+楼层好+梅岭校区房+南北通透,鸿福三村,2010,2室2厅1卫,87.0,共5层,13793.0,精装修,120,维扬,城北乡,玉人路2-25号,2018年07月06日,https://yangzhou.anjuke.com/prop/view/A1311646914?from=filter&spread=commsearch_p&position=2326&kwtype=filter&now_time=1531924389
幸福小区3楼2房82平精装带车库靠得月苑 翠柳苑 世纪花园,幸福小区,2000,2室1厅1卫,82.0,中层(共6层),14731.0,精装修,120.8,邗江,汽车西站,新城河路46号,2018年04月26日,https://yangzhou.anjuke.com/prop/view/A1203058171?from=filter&spread=commsearch_p&position=2325&kwtype=filter&now_time=1531924389
名城运河佳园 精装 南北厅 靠古运南苑 运河锦园 骏和天城,名城运河佳园,2012,2室2厅1卫,89.0,共5层,13258.0,精装修,118,广陵,曲江公园,五里庙路1号,2018年07月10日,https://yangzhou.anjuke.com/prop/view/A1317826732?from=filter&spread=commsearch_p&position=2324&kwtype=filter&now_time=1531924389
水印西提精装两房出售，小区环境好，家具家电齐全，拎包入住。,首开水印西堤,2013,2室2厅1卫,85.0,中层(共18层),17270.0,精装修,146.8,邗江,汽车西站,博物馆路,2018年06月25日,https://yangzhou.anjuke.com/prop/view/A1296556483?from=filter&spread=commsearch_p&position=2323&kwtype=filter&now_time=1531924389
金鑫花苑汽车西站 降价出售 万达商圈,金鑫花苑,2005,2室2厅1卫,86.0,共5层,12790.0,精装修,110,仪征市,仪征市,前进路,2018年07月13日,https://yangzhou.anjuke.com/prop/view/A1321775074?from=filter&spread=commsearch_p&position=2322&kwtype=filter&now_time=1531924389
金鑫花苑中等装修提包入住楼层好地段振兴花园紧邻欧尚顺达万达,金鑫花苑,2006,2室2厅1卫,86.0,共5层,13488.0,精装修,116,仪征市,仪征市,前进路,2018年06月30日,https://yangzhou.anjuke.com/prop/view/A1303782250?from=filter&spread=commsearch_p&position=2321&kwtype=filter&now_time=1531924389
运河佳园四楼精装两室两厅设施齐全提包入住东关校区门口有菜场,名城运河佳园,2009,2室2厅1卫,89.0,共5层,13258.0,精装修,118,广陵,曲江公园,五里庙路1号,2018年07月10日,https://yangzhou.anjuke.com/prop/view/A1318039891?from=filter&spread=commsearch_p&position=2320&kwtype=filter&now_time=1531924389
水印西提精装两房中间楼层带独立车库提包入住 靠西郡188,首开水印西堤,2013,2室2厅1卫,85.0,中层(共18层),16470.0,精装修,140,邗江,汽车西站,博物馆路,2018年06月04日,https://yangzhou.anjuke.com/prop/view/A1268113377?from=filter&spread=commsearch_p&position=2319&kwtype=filter&now_time=1531924389
{用心服务}房东换房急售+御河苑精装南北通透+提包入住,御河苑,2009,2室2厅1卫,89.9,共5层,16685.0,精装修,150,维扬,漕河,史可法路59号,2018年07月16日,https://yangzhou.anjuke.com/prop/view/A1326097573?from=filter&spread=commsearch_p&position=2318&kwtype=filter&now_time=1531924389
京华城商圈绿杨新苑装修两房提包入住靠水印西堤荟景苑橡树湾新盛,绿杨新苑,2006,2室2厅1卫,82.0,高层(共6层),13414.0,精装修,110,邗江,汽车西站,"文汇西路,真州中路",2018年06月10日,https://yangzhou.anjuke.com/prop/view/A1277190131?from=filter&spread=commsearch_p&position=2317&kwtype=filter&now_time=1531924389
水印西提精装修两室两厅一卫 设施齐全 提包入住,首开水印西堤,2012,2室2厅1卫,89.0,高层(共18层),16292.0,精装修,145,邗江,汽车西站,博物馆路,2018年06月06日,https://yangzhou.anjuke.com/prop/view/A1270695968?from=filter&spread=commsearch_p&position=2316&kwtype=filter&now_time=1531924389
东方名城和园 精装修三楼 南北通透 送车库汶河小学 临近大桥,东方名城和园,2010,2室2厅1卫,88.1,共5层,13166.0,精装修,116,广陵,广陵产业园,滨河路,2018年05月18日,https://yangzhou.anjuke.com/prop/view/A1238142314?from=filter&spread=commsearch_p&position=2315&kwtype=filter&now_time=1531924389
（绘房）文昌花园 近中海及骏和天城 精装2室 多层3楼带车库,文昌花园,2010,2室2厅1卫,88.0,共5层,14977.0,精装修,131.8,广陵,曲江公园,文昌中路18号,2018年06月23日,https://yangzhou.anjuke.com/prop/view/A1294304382?from=filter&spread=commsearch_p&position=2314&kwtype=filter&now_time=1531924389
橡树湾 附近蓝湾国际 水印西提 水晶城 湖滨名都 香颂西岸,橡树湾,2012,2室2厅1卫,80.0,中层(共27层),18250.0,精装修,146,邗江,汽车西站,兴城西路,2018年05月31日,https://yangzhou.anjuke.com/prop/view/A1262730880?from=filter&spread=commsearch_p&position=2313&kwtype=filter&now_time=1531924389
首开水印西堤 2室2厅1卫 精装修 提包入住 看房请联系,首开水印西堤,2015,2室2厅1卫,85.0,中层(共17层),17411.0,精装修,148,邗江,汽车西站,博物馆路,2018年06月16日,https://yangzhou.anjuke.com/prop/view/A1285954226?from=filter&spread=commsearch_p&position=2312&kwtype=filter&now_time=1531924389
绿杨新苑 近邻和美第 首开水印西提,绿杨新苑,2004,2室2厅1卫,82.0,中层(共6层),14731.0,精装修,120.8,邗江,汽车西站,"文汇西路,真州中路",2018年05月17日,https://yangzhou.anjuke.com/prop/view/A1235825572?from=filter&spread=commsearch_p&position=2311&kwtype=filter&now_time=1531924389
水印西堤精装两室楼层佳阳光好拎包即住随时看房,首开水印西堤,2012,2室2厅1卫,89.0,高层(共18层),16292.0,精装修,145,邗江,汽车西站,博物馆路,2018年06月09日,https://yangzhou.anjuke.com/prop/view/A1275436715?from=filter&spread=commsearch_p&position=2310&kwtype=filter&now_time=1531924389
春晖苑 邗实 靠近万达 精装两房,春晖苑,2010,2室1厅1卫,83.0,中层(共18层),17831.0,精装修,148,邗江,汽车西站,春晖巷,2018年04月20日,https://yangzhou.anjuke.com/prop/view/A1195635939?from=filter&spread=commsearch_p&position=2309&kwtype=filter&now_time=1531924389
春晖苑两房两厅一卫精装修  楼层阳光充足设施齐全提包入住,春晖苑,2011,2室2厅1卫,85.0,中层(共16层),16470.0,精装修,140,邗江,汽车西站,春晖巷,2018年06月29日,https://yangzhou.anjuke.com/prop/view/A1302412881?from=filter&spread=commsearch_p&position=2400&kwtype=filter&now_time=1531924510
绿杨新苑五楼非顶楼 精装两室 交通便利 提包入住,绿杨新苑,2005,2室2厅1卫,82.0,高层(共6层),13414.0,精装修,110,邗江,汽车西站,"文汇西路,真州中路",2018年07月07日,https://yangzhou.anjuke.com/prop/view/A1314010678?from=filter&spread=commsearch_p&position=2399&kwtype=filter&now_time=1531924510
邗江实验学校  万达广场附近   紫阳苑,紫阳苑(南区),2010,2室1厅1卫,87.0,低层(共11层),17241.0,精装修,150,邗江,汽车西站,紫阳巷,2018年07月02日,https://yangzhou.anjuke.com/prop/view/A1306477496?from=filter&spread=commsearch_p&position=2398&kwtype=filter&now_time=1531924510
急售 水印西堤精装两房 无营业税 中间楼层 大润发京华城商圈,首开水印西堤,2013,2室2厅1卫,85.0,中层(共11层),17294.0,精装修,147,邗江,汽车西站,博物馆路,2018年06月18日,https://yangzhou.anjuke.com/prop/view/A1287662754?from=filter&spread=commsearch_p&position=2397&kwtype=filter&now_time=1531924510
润扬广场二室二厅  82平米精装修住房,润扬广场住宅区,2001,2室2厅1卫,81.9,高层(共9层),16829.0,精装修,137.8,邗江,汽车西站,邗江中路,2018年06月14日,https://yangzhou.anjuke.com/prop/view/A1281782667?from=filter&spread=commsearch_p&position=2396&kwtype=filter&now_time=1531924510
水印西堤精装电梯房不沿街阳光无遮挡设施其全提包入住靠京华城,首开水印西堤,2015,2室2厅1卫,85.0,中层(共18层),17529.0,精装修,149,邗江,汽车西站,博物馆路,2018年06月09日,https://yangzhou.anjuke.com/prop/view/A1275322118?from=filter&spread=commsearch_p&position=2395&kwtype=filter&now_time=1531924510
{邗实本部}万达旁+春晖苑+精装2房+无税+楼层好+靠彩弘苑,春晖苑,2012,2室2厅1卫,86.0,中层(共16层),16720.0,精装修,143.8,邗江,汽车西站,春晖巷,2018年06月17日,https://yangzhou.anjuke.com/prop/view/A1286535232?from=filter&spread=commsearch_p&position=2394&kwtype=filter&now_time=1531924510
幸福小区双校区靠市中心 华贸 三盛 奥尔马 金华城,幸福小区,2010,2室2厅1卫,84.0,中层(共6层),15595.0,精装修,131,邗江,汽车西站,新城河路46号,2018年06月19日,https://yangzhou.anjuke.com/prop/view/A1288512352?from=filter&spread=commsearch_p&position=2393&kwtype=filter&now_time=1531924510
扬州施桥扬子新苑2房纯毛坯诚意出售，紧邻滨江花园金地艺境.,扬子新苑(A区),2009,2室2厅1卫,88.0,共5层,7386.0,毛坯,65,邗江,汽车西站,钟灵大道,2018年05月07日,https://yangzhou.anjuke.com/prop/view/A1216768808?from=filter&spread=commsearch_p&position=2392&kwtype=filter&now_time=1531924510
东方名城和园精装两室朝南+提包入住中层送车库周边广陵世家,东方名城和园,2009,2室2厅1卫,88.0,共5层,13068.0,精装修,115,广陵,广陵产业园,滨河路,2018年05月18日,https://yangzhou.anjuke.com/prop/view/A1238317457?from=filter&spread=commsearch_p&position=2391&kwtype=filter&now_time=1531924510
奥邦大润发旁 东昇花园 豪华新装修 提包入住 楼层好 送车库,东昇花园,2008,2室1厅1卫,89.0,共5层,13235.0,精装修,117.8,广陵,施井路,汤汪路,2018年06月11日,https://yangzhou.anjuke.com/prop/view/A1277854009?from=filter&spread=commsearch_p&position=2390&kwtype=filter&now_time=1531924510
东昇花园精装两房   邻东方丽景 施井小区 香居美苑 扬名苑,东昇花园,2010,2室2厅1卫,89.0,共5层,14022.0,精装修,124.8,广陵,施井路,汤汪路,2018年06月15日,https://yangzhou.anjuke.com/prop/view/A1283515804?from=filter&spread=commsearch_p&position=2389&kwtype=filter&now_time=1531924510
文昌中路凯运天地一期通透2房4F/5F有车库精装单价,凯运天地,2013,2室2厅1卫,89.0,共5层,16629.0,精装修,148,广陵,文昌阁,解放南路,2018年07月16日,https://yangzhou.anjuke.com/prop/view/A1326702921?from=filter&spread=commsearch_p&position=2388&kwtype=filter&now_time=1531924510
宝带新村中等装修设施齐全提包入住楼层好采光好交通方便靠康乐,宝带新村,1999,2室1厅1卫,84.0,共5层,14166.0,精装修,119,维扬,市政府,文汇东路340号,2018年06月20日,https://yangzhou.anjuke.com/prop/view/A1290206042?from=filter&spread=commsearch_p&position=2387&kwtype=filter&now_time=1531924510
东昇花园，2室2厅1卫，89平，精装，118万！,东昇花园,2008,2室2厅1卫,89.0,共5层,13258.0,精装修,118,广陵,施井路,汤汪路,2018年05月21日,https://yangzhou.anjuke.com/prop/view/A1243638533?from=filter&spread=commsearch_p&position=2386&kwtype=filter&now_time=1531924510
联宜花园精装二室，车库20平南区大润发,联谊花园,2008,2室2厅1卫,85.0,共5层,13058.0,精装修,111,广陵,汇金广场,联谊路588号,2018年06月21日,https://yangzhou.anjuke.com/prop/view/A1292202825?from=filter&spread=commsearch_p&position=2385&kwtype=filter&now_time=1531924510
运河锦园 2房 南北通透 骏和天城 运河佳园 佳源桂府 古运,名城运河锦园,2013,2室2厅1卫,86.9,共5层,15304.0,精装修,133,广陵,文昌阁,运河北路,2018年07月14日,https://yangzhou.anjuke.com/prop/view/A1323446580?from=filter&spread=commsearch_p&position=2384&kwtype=filter&now_time=1531924510
连运小区，教院附中精装二室南北通透,连运小区,2008,2室2厅1卫,85.0,共5层,13058.0,精装修,111,广陵,汇金广场,渡江南路199号,2018年06月21日,https://yangzhou.anjuke.com/prop/view/A1292204569?from=filter&spread=commsearch_p&position=2383&kwtype=filter&now_time=1531924510
