标题,小区,年限,户型,面积,楼层,单价,装修,总价,地址1,地址2,地址3,发布日期,url
扬州西郊纯法式电梯别墅  环境舒适  干挂工艺  万科物业,龙湖美墅,2015,5室3厅5卫,381.0,共4层,8346.0,毛坯,318,仪征市,仪征市,华联路,2018年05月17日,https://yangzhou.anjuke.com/prop/view/A1235304237?from=filter&spread=commsearch_p&position=1&kwtype=filter&now_time=1532228469
振兴双语+骏和玲珑湾精美两房诚心出售+毗邻顺达广场+淮左,骏和玲珑湾,2013,2室2厅1卫,84.0,中层(共18层),15714.0,简单装修,132,邗江,邗江工业园,邗江中路140号,2018年07月18日,https://yangzhou.anjuke.com/prop/view/A1329307140?from=filter&spread=commsearch_p&position=3&kwtype=filter&now_time=1532228469
金域蓝湾 151平豪装329.8万 恒温恒氧 买的就是享受,金域蓝湾,2010,4室2厅2卫,151.0,低层(共11层),21854.0,精装修,330,广陵,汇金广场,邗江路138号,2018年07月20日,https://yangzhou.anjuke.com/prop/view/A1332061626?from=filter&spread=commsearch_p&position=2&kwtype=filter&now_time=1532228469
文昌北苑2室2厅精装电梯房 朝南文昌花园骏和天城旁,文昌北苑,2005,2室2厅1卫,78.0,高层(共7层),8076.0,精装修,63,广陵,曲江公园,安康路43号,2018年06月18日,https://yangzhou.anjuke.com/prop/view/A1287217353?from=filter&spread=commsearch_p&position=29&kwtype=filter&now_time=1532228469
育才本部南门街两室精装一楼带院子25平出口好无孩上学有车库,南门新村,1998,2室1厅1卫,54.0,低层(共6层),30555.0,精装修,165,广陵,荷花池,南通西路81号,2018年05月20日,https://yangzhou.anjuke.com/prop/view/A1241592762?from=filter&spread=commsearch_p&position=28&kwtype=filter&now_time=1532228469
梅岭学校翠岗紫薇苑84平2室110万南北厅靠锦绣花园香榭,翠岗新村紫薇苑,2005,2室2厅1卫,84.0,低层(共6层),13095.0,简单装修,110,邗江,汽车西站,新城河路,2018年06月21日,https://yangzhou.anjuke.com/prop/view/A1292195505?from=filter&spread=commsearch_p&position=27&kwtype=filter&now_time=1532228469
一户抵二户星都芳庭精装复式楼出售,星都芳庭,2008,3室2厅2卫,115.0,高层(共11层),14086.0,精装修,162,邗江,汽车西站,邢江中路128号,2018年05月25日,https://yangzhou.anjuke.com/prop/view/A1253554149?from=filter&spread=commsearch_p&position=26&kwtype=filter&now_time=1532228469
西湖印象华府精装修厅通阳台税急售急售急,西湖印象华府,2013,3室2厅2卫,125.0,低层(共10层),12960.0,精装修,162,维扬,城北乡,西湖路,2018年07月16日,https://yangzhou.anjuke.com/prop/view/A1325977896?from=filter&spread=commsearch_p&position=25&kwtype=filter&now_time=1532228469
阳光地带精装 两室两厅 南北通透 送家电 送车库 靠智谷华府,阳光地带,2009,2室2厅1卫,88.0,中层(共6层),11931.0,精装修,105,邗江,扬州大学城,银河大道,2018年06月23日,https://yangzhou.anjuke.com/prop/view/A1294097772?from=filter&spread=commsearch_p&position=24&kwtype=filter&now_time=1532228469
售橡树湾空中别野56楼2电梯洋房附送露台90平邻蓝湾国际,橡树湾,2013,6室3厅3卫,223.0,高层(共6层),15695.0,毛坯,350,邗江,汽车西站,兴城西路,2018年05月31日,https://yangzhou.anjuke.com/prop/view/A1262550468?from=filter&spread=commsearch_p&position=23&kwtype=filter&now_time=1532228469
{远大优选}东关东校区文昌花园精装两房车库20平无税采光佳,文昌花园,2008,2室2厅1卫,60.0,共5层,14166.0,精装修,85,广陵,曲江公园,文昌中路18号,2018年06月23日,https://yangzhou.anjuke.com/prop/view/A1294547079?from=filter&spread=commsearch_p&position=22&kwtype=filter&now_time=1532228469
卓杰 南北通透三室两厅两卫动静分离紧邻怡新花园广陵世家无税,明发江湾城,2014,3室2厅2卫,118.0,低层(共11层),12610.0,精装修,148.8,广陵,曲江公园,板桥路88号,2018年07月18日,https://yangzhou.anjuke.com/prop/view/A1328290473?from=filter&spread=commsearch_p&position=21&kwtype=filter&now_time=1532228469
京华城万豪西花苑毛坯大三房不沿街中间楼层带电梯钥匙送车库,万豪西花苑,2012,3室2厅2卫,129.0,高层(共11层),17054.0,毛坯,220,邗江,京华城,京华城路328号,2018年06月24日,https://yangzhou.anjuke.com/prop/view/A1295209488?from=filter&spread=commsearch_p&position=20&kwtype=filter&now_time=1532228469
{卓杰}京华城观唐别院首付20万电梯花园洋房靠文昌西路,观唐别院,2015,4室2厅2卫,125.0,低层(共8层),6944.0,毛坯,86.8,仪征市,仪征市,"扬冶路,近新盘公路",2018年06月16日,https://yangzhou.anjuke.com/prop/view/A1284730131?from=filter&spread=commsearch_p&position=19&kwtype=filter&now_time=1532228469
急售！万马滨河城 电梯中装复式楼 带车库 近运河一号公馆,万马滨河城,2007,3室2厅2卫,146.0,高层(共11层),10273.0,精装修,150,广陵,东花园路,东花园路111号,2018年07月10日,https://yangzhou.anjuke.com/prop/view/A1318124433?from=filter&spread=commsearch_p&position=18&kwtype=filter&now_time=1532228469
{大头代理}东方名城 电梯精装通透2室 带车库 明发商业广场,东方名城,2012,2室2厅1卫,91.0,高层(共11层),13516.0,精装修,123,广陵,广陵产业园,滨河路,2018年07月07日,https://yangzhou.anjuke.com/prop/view/A1314097491?from=filter&spread=commsearch_p&position=17&kwtype=filter&now_time=1532228469
卓杰京华城西万江红公馆别墅下叠带院子双车库邻龙湖美墅,万江红公馆,2018,3室2厅2卫,250.0,共1层,6320.0,毛坯,158,仪征市,仪征市,"安民路,近华联路",2018年06月26日,https://yangzhou.anjuke.com/prop/view/A1298616141?from=filter&spread=commsearch_p&position=16&kwtype=filter&now_time=1532228469
南浦花园精装两室 送车库 99万低.价出售 靠智谷华府阳光地,南浦花园,2008,2室2厅1卫,86.0,中层(共9层),11511.0,精装修,99,邗江,扬州大学城,银河路25号,2018年06月27日,https://yangzhou.anjuke.com/prop/view/A1299372285?from=filter&spread=commsearch_p&position=15&kwtype=filter&now_time=1532228469
万达 雅居乐 鸿大花园 四楼楼中楼 实用面积超大 精装婚房,鸿大花园,2013,4室2厅1卫,120.0,共4层,15833.0,精装修,190,邗江,汽车西站,江阳中路509号,2018年06月26日,https://yangzhou.anjuke.com/prop/view/A1298753643?from=filter&spread=commsearch_p&position=14&kwtype=filter&now_time=1532228469
仪征市中心 府后名邸 闹中取静 精装修 三室两厅 拎包入住,府后名邸,2010,3室2厅1卫,95.0,共5层,6842.0,精装修,65,仪征市,仪征市,工农北路22号,2018年06月29日,https://yangzhou.anjuke.com/prop/view/A1302427920?from=filter&spread=commsearch_p&position=13&kwtype=filter&now_time=1532228469
翠月嘉南苑3室2厅1卫，周边有学校菜场，因有尽有看中赶快下手,翠月嘉南苑,2012,3室2厅1卫,97.0,高层(共6层),12577.0,精装修,122,广陵,曲江公园,京杭南路99号,2018年07月03日,https://yangzhou.anjuke.com/prop/view/A1308130689?from=filter&spread=commsearch_p&position=12&kwtype=filter&now_time=1532228469
扬联新村，嘉荷苑，拆迁计划中，装修清爽，独立车库，提包入住,扬联新村,1996,2室1厅1卫,60.0,高层(共6层),11966.0,简单装修,71.8,开发,欧尚,水校东巷,2018年07月04日,https://yangzhou.anjuke.com/prop/view/A1308958743?from=filter&spread=commsearch_p&position=11&kwtype=filter&now_time=1532228469
华纺蜀岗锦宸 毛坯三房送车库 南北通透采光好 房东诚售,华纺蜀冈锦宸,2000,2室2厅1卫,91.0,高层(共10层),13736.0,毛坯,125,维扬,瘦西湖,司徒庙路,2018年07月04日,https://yangzhou.anjuke.com/prop/view/A1309669824?from=filter&spread=commsearch_p&position=10&kwtype=filter&now_time=1532228469
梅庄新村 精装2房 采光好 带车库 无税 靠沃尔玛 诚心出售,梅庄新村,2008,2室1厅1卫,61.0,共5层,11803.0,精装修,72,维扬,沃尔玛,四望亭路319号,2018年07月19日,https://yangzhou.anjuke.com/prop/view/A1330517289?from=filter&spread=commsearch_p&position=9&kwtype=filter&now_time=1532228469
万科城市之光附近奥特莱斯广场商铺未来南区核心,万科城市之光,2018,1室1厅1卫,35.0,低层(共6层),11428.0,毛坯,40,广陵,文昌阁,连运路,2018年07月04日,https://yangzhou.anjuke.com/prop/view/A1309344420?from=filter&spread=commsearch_p&position=8&kwtype=filter&now_time=1532228469
扬州老城区丁家湾私家园林出售近何园 文昌阁,丁家湾,1980,5室2厅2卫,260.0,共1层,18846.0,精装修,490,广陵,文昌阁,徐凝门大街161号,2018年07月06日,https://yangzhou.anjuke.com/prop/view/A1312126644?from=filter&spread=commsearch_p&position=7&kwtype=filter&now_time=1532228469
{卓杰}东方银座+朝南精装修+两室+可商贷+临欧尚宝龙,东方银座,2008,2室1厅1卫,61.0,高层(共15层),11114.0,精装修,67.8,开发,欧尚,江阳中路,2018年07月02日,https://yangzhou.anjuke.com/prop/view/A1306373367?from=filter&spread=commsearch_p&position=6&kwtype=filter&now_time=1532228469
{远大优选}中海九玺三房毛坯飞机户型送车位公园一号中海玺园旁,中海九玺,2012,3室2厅1卫,95.0,低层(共18层),17684.0,毛坯,168,广陵,曲江公园,"观潮路,近二里桥路",2018年07月17日,https://yangzhou.anjuke.com/prop/view/A1327054206?from=filter&spread=commsearch_p&position=5&kwtype=filter&now_time=1532228469
旺庭公馆 57平精装58万 有钥匙 一手房源 好楼层 诚心卖,祥生旺庭公馆(商住楼),2010,1室2厅1卫,57.0,高层(共15层),10175.0,精装修,58,邗江,汽车西站,四望亭路399号,2018年07月19日,https://yangzhou.anjuke.com/prop/view/A1329935259?from=filter&spread=commsearch_p&position=4&kwtype=filter&now_time=1532228469
"四季园61平米中装两室朝南,非顶楼靠杨庄街坊少儿图书馆随时看",四季园新村,1999,2室2厅1卫,61.0,高层(共6层),11123.0,简单装修,67.8,维扬,沃尔玛,维扬路240号,2018年07月20日,https://yangzhou.anjuke.com/prop/view/A1331131755?from=filter&spread=commsearch_p&position=50&kwtype=filter&now_time=1532228469
施井小区  靠武警医院文津中学大水湾公园清爽2室套房急售,施井小区,1998,2室1厅1卫,59.9,共5层,9819.0,简单装修,58.8,广陵,施井路,施井路19号,2018年07月06日,https://yangzhou.anjuke.com/prop/view/A1311772872?from=filter&spread=commsearch_p&position=49&kwtype=filter&now_time=1532228469
欧尚扬州商城东方银座御峰大厦附近，世纪家园双卫双阳台好楼层,世纪家园,2012,4室2厅2卫,130.0,低层(共9层),12000.0,简单装修,156,开发,欧尚,扬子江中路366号,2018年07月14日,https://yangzhou.anjuke.com/prop/view/A1323863670?from=filter&spread=commsearch_p&position=48&kwtype=filter&now_time=1532228469
集元精致联排叠加！（现房）宁扬轻轨旁、医养游特色小镇！,集元居,2017,5室3厅3卫,238.0,共4层,8739.0,毛坯,208,仪征市,仪征市,"栖凤街,近人民路",2018年07月17日,https://yangzhou.anjuke.com/prop/view/A1327280052?from=filter&spread=commsearch_p&position=60&kwtype=filter&now_time=1532228469
京华荟景苑 3室精装动静分离 阳光无挡不沿街 靠水晶城和美第,京华荟景苑,2013,3室2厅2卫,142.0,中层(共11层),19366.0,精装修,275,邗江,京华城,京华城路168号,2018年07月17日,https://yangzhou.anjuke.com/prop/view/A1327455120?from=filter&spread=commsearch_p&position=59&kwtype=filter&now_time=1532228469
中海运河丹堤 98平3房 精装 临金地依云富川,中海运河丹堤,2014,3室2厅1卫,98.0,低层(共18层),12448.0,精装修,122,邗江,扬州大学城,周庄河支路,2018年07月17日,https://yangzhou.anjuke.com/prop/view/A1327728837?from=filter&spread=commsearch_p&position=58&kwtype=filter&now_time=1532228469
新港名城花园，精装修带电梯，靠西区大润发，海德公园，锦苑,新港名城花园,2008,3室2厅2卫,143.3,高层(共9层),13889.0,精装修,199,邗江,汽车西站,文昌西路175号,2018年07月13日,https://yangzhou.anjuke.com/prop/view/A1321999815?from=filter&spread=commsearch_p&position=57&kwtype=filter&now_time=1532228469
欧尚宝带2室精装楼层佳送大车库满五唯一靠宝带银苑康乐四季园,宝带新村,2005,2室2厅1卫,84.0,共5层,13095.0,精装修,110,维扬,市政府,文汇东路340号,2018年07月18日,https://yangzhou.anjuke.com/prop/view/A1328424969?from=filter&spread=commsearch_p&position=56&kwtype=filter&now_time=1532228469
育才本部学面积小总价低直接入户,南门新村,2013,2室1厅1卫,25.0,共1层,26000.0,简单装修,65,广陵,荷花池,南通西路81号,2018年07月18日,https://yangzhou.anjuke.com/prop/view/A1328680182?from=filter&spread=commsearch_p&position=55&kwtype=filter&now_time=1532228469
瘦西湖扬州天下旁南万科城大三居 南北通透 豪华装修 拎包入住,万科城,2014,3室2厅2卫,123.0,共4层,20569.0,豪华装修,253,维扬,瘦西湖,扬子江北路,2018年07月17日,https://yangzhou.anjuke.com/prop/view/A1327552491?from=filter&spread=commsearch_p&position=54&kwtype=filter&now_time=1532228469
出售 华建雅筑 毛坯3房 动静分离 两卫 近宝龙广场 万达,华建雅筑,2013,3室2厅2卫,125.0,高层(共26层),13040.0,毛坯,163,邗江,扬州大学城,扬子江中路,2018年07月19日,https://yangzhou.anjuke.com/prop/view/A1330432644?from=filter&spread=commsearch_p&position=53&kwtype=filter&now_time=1532228469
{卓杰}华鼎星城恒温恒氧景观毛坯大三居总层18在10层满两年,华鼎星城,2013,3室2厅2卫,126.0,中层(共18层),19444.0,毛坯,245,邗江,京华城,京华城路339号,2018年07月19日,https://yangzhou.anjuke.com/prop/view/A1330478409?from=filter&spread=commsearch_p&position=52&kwtype=filter&now_time=1532228469
万科翡翠公园+精装修+180平大平层+三卫+户型方正,佳源华府,2018,4室2厅3卫,180.0,中层(共18层),16044.0,精装修,288.8,广陵,文昌阁,运河东路,2018年07月19日,https://yangzhou.anjuke.com/prop/view/A1330499919?from=filter&spread=commsearch_p&position=51&kwtype=filter&now_time=1532228469
吴道台府 古运河 滨河苑 中装三房 急卖欢迎看房,滨河苑,1999,3室2厅1卫,124.0,共3层,14274.0,精装修,177,广陵,跃进桥,泰州路19号,2018年07月11日,https://yangzhou.anjuke.com/prop/view/A1319324178?from=filter&spread=commsearch_p&position=47&kwtype=filter&now_time=1532228469
宝龙南 中海运河丹堤精装3房+南北通透  拎包入住 无营业税,中海运河丹堤,2016,3室2厅1卫,97.0,低层(共18层),12371.0,精装修,120,邗江,扬州大学城,周庄河支路,2018年07月21日,https://yangzhou.anjuke.com/prop/view/A1332562764?from=filter&spread=commsearch_p&position=46&kwtype=filter&now_time=1532228469
观唐别院 70万 3室2厅1卫 毛坯角！千年等一回别错过,观唐别院,2018,3室2厅1卫,102.0,中层(共8层),6862.0,毛坯,70,仪征市,仪征市,"扬冶路,近新盘公路",2018年07月20日,https://yangzhou.anjuke.com/prop/view/A1331197590?from=filter&spread=commsearch_p&position=45&kwtype=filter&now_time=1532228469
火车站南+万科金域华府+精装3房+满2年无税+视野无遮挡,万科金域华府,2013,3室2厅1卫,90.0,高层(共18层),18777.0,精装修,169,邗江,京华城,站南路,2018年07月19日,https://yangzhou.anjuke.com/prop/view/A1330422033?from=filter&spread=commsearch_p&position=44&kwtype=filter&now_time=1532228469
急售天俊华府大平层毛坯含车位车库紧邻西郡188水晶城水印西堤,天俊华府,2013,4室2厅2卫,154.0,低层(共17层),16103.0,毛坯,248,邗江,大润发邗江店,兴城西路306号,2018年07月21日,https://yangzhou.anjuke.com/prop/view/A1332749514?from=filter&spread=commsearch_p&position=43&kwtype=filter&now_time=1532228469
解放北路+东关本部凯悦花园凯运天地宝军苑万花园附近 大润发,万花园小区,1998,3室2厅1卫,97.0,中层(共6层),9793.0,简单装修,95,广陵,跃进桥,解放北路,2018年07月13日,https://yangzhou.anjuke.com/prop/view/A1322271894?from=filter&spread=commsearch_p&position=42&kwtype=filter&now_time=1532228469
蜀岗怡庭 电梯3室 南北通透 毛坯 有车库 不沿街 全明户型,蜀岗怡庭,2016,3室1厅1卫,102.0,低层(共11层),11352.0,毛坯,115.8,邗江,汽车西站,润扬北路36号,2018年07月18日,https://yangzhou.anjuke.com/prop/view/A1329080448?from=filter&spread=commsearch_p&position=41&kwtype=filter&now_time=1532228469
房龄新凤凰东巷 梅岭本部双校区 急急急售 近玉器街 窦庄新村,凤凰东巷小区,1998,2室1厅1卫,68.0,高层(共6层),17500.0,简单装修,119,广陵,施井路,凤凰桥东巷,2018年07月21日,https://yangzhou.anjuke.com/prop/view/A1333424433?from=filter&spread=commsearch_p&position=40&kwtype=filter&now_time=1532228469
经典三房南北通透两房朝南动静分离赠送车库,九龙湾润园,2016,3室2厅1卫,99.3,低层(共10层),10775.0,毛坯,107,开发,文汇广场,"唐桥路,近毓秀路",2018年07月21日,https://yangzhou.anjuke.com/prop/view/A1333401933?from=filter&spread=commsearch_p&position=39&kwtype=filter&now_time=1532228469
玥珑湖 旅游度假养生别墅 龙湖美墅旁 红公馆 赠送80平院子,万江红公馆,2018,5室2厅3卫,215.0,共5层,5813.0,毛坯,125,仪征市,仪征市,"安民路,近华联路",2018年06月01日,https://yangzhou.anjuke.com/prop/view/A1263910053?from=filter&spread=commsearch_p&position=38&kwtype=filter&now_time=1532228469
京华城 怡景苑 一室一厅 精装修公寓 70年产权 朝南,京华怡景苑,2011,1室1厅1卫,61.0,高层(共11层),15573.0,精装修,95,邗江,京华城,京华城路99号,2018年07月13日,https://yangzhou.anjuke.com/prop/view/A1321268187?from=filter&spread=commsearch_p&position=35&kwtype=filter&now_time=1532228469
京华城 西郡188 花园洋房 3室精装 户型通透,西郡188花园,2013,3室2厅2卫,134.0,共5层,16865.0,精装修,226,邗江,金水桥,文汇西路,2018年06月02日,https://yangzhou.anjuke.com/prop/view/A1265740284?from=filter&spread=commsearch_p&position=34&kwtype=filter&now_time=1532228469
扬州大学城蓝山庄园精装公寓40平78平售价21.5万起含税,蓝山庄园,2011,1室1厅1卫,25.0,中层(共6层),8600.0,精装修,21.5,邗江,扬州大学城,润扬路9号,2018年06月10日,https://yangzhou.anjuke.com/prop/view/A1276317183?from=filter&spread=commsearch_p&position=33&kwtype=filter&now_time=1532228469
锦苑名人坊精装2室南北通透送车库3/5楼品牌家电家具靠大润发,中信泰富锦苑世家,2009,2室2厅2卫,97.0,中层(共6层),18350.0,精装修,178,邗江,京华城,锦绣路99号,2018年06月13日,https://yangzhou.anjuke.com/prop/view/A1281097623?from=filter&spread=commsearch_p&position=32&kwtype=filter&now_time=1532228469
欧尚宝龙广场旁光明铂悦华府 毛坯三房 25楼 包更名 好楼层,光明铂悦华府,2015,3室2厅1卫,103.0,高层(共33层),12330.0,毛坯,127,邗江,汽车西站,"维扬路,近兴扬路",2018年06月14日,https://yangzhou.anjuke.com/prop/view/A1282534563?from=filter&spread=commsearch_p&position=31&kwtype=filter&now_time=1532228469
距火车站一刻钟 南北通透 飞机户型观唐别院花园洋房暖山京华城,观唐别院,2018,3室2厅1卫,102.0,中层(共9层),6764.0,毛坯,69,仪征市,仪征市,"扬冶路,近新盘公路",2018年06月16日,https://yangzhou.anjuke.com/prop/view/A1284761577?from=filter&spread=commsearch_p&position=30&kwtype=filter&now_time=1532228469
四季园秋桂苑全新精装未住一楼带院子楼间距大阳光无遮挡院已开门,四季园秋桂苑,1999,3室2厅1卫,80.0,共5层,15250.0,精装修,122,邗江,汽车西站,秋雨路，近新城河,2018年05月18日,https://yangzhou.anjuke.com/prop/view/A1237868299?from=filter&spread=commsearch_p&position=69&kwtype=filter&now_time=1532228481
阳光新苑南区精装修3房 满五唯一 送车库车位 楼层好 靠依云,阳光新苑(南区),2010,3室2厅1卫,96.0,共5层,10729.0,精装修,103,邗江,汽车西站,依人路,2018年07月06日,https://yangzhou.anjuke.com/prop/view/A1312702236?from=filter&spread=commsearch_p&position=68&kwtype=filter&now_time=1532228481
江阳苑92平精装三室，一楼带院子30平，花园小学，靠新城花园,江阳苑,2000,3室2厅2卫,92.0,共5层,13586.0,精装修,125,邗江,汽车西站,扬子江中路302号,2018年07月04日,https://yangzhou.anjuke.com/prop/view/A1309471176?from=filter&spread=commsearch_p&position=67&kwtype=filter&now_time=1532228481
景瑞望府 精装修小三房家电家具齐全拎包入住+紧靠京华城商场,景瑞望府,2015,3室2厅1卫,89.0,低层(共22层),15168.0,精装修,135,邗江,京华城,京华城西路,2018年07月02日,https://yangzhou.anjuke.com/prop/view/A1306720416?from=filter&spread=commsearch_p&position=120&kwtype=filter&now_time=1532228481
万科金色梦想 3室2厅1卫 精装 唐悦国际幸福里,万科金色梦想,2013,3室2厅1卫,86.7,低层(共19层),13840.0,精装修,120,邗江,邗江工业园,"司徒庙路,近蜀冈西路",2018年07月02日,https://yangzhou.anjuke.com/prop/view/A1306317212?from=filter&spread=commsearch_p&position=119&kwtype=filter&now_time=1532228481
新城花园荷香苑，87平 3室1厅1卫，1楼，汽车库面积18,新城花园荷香苑,2001,3室1厅1卫,86.5,低层(共6层),13291.0,精装修,115,邗江,汽车西站,维扬路125号,2018年06月14日,https://yangzhou.anjuke.com/prop/view/A1282048211?from=filter&spread=commsearch_p&position=118&kwtype=filter&now_time=1532228481
四季园夏荷苑 3/1/1 2.5楼 中装 车库8平 靠大润发,四季园夏荷苑,1998,3室1厅1卫,83.0,低层(共6层),12289.0,精装修,102,邗江,汽车西站,秋雨路10号,2018年07月19日,https://yangzhou.anjuke.com/prop/view/A1330391785?from=filter&spread=commsearch_p&position=117&kwtype=filter&now_time=1532228481
新城花园荷香苑 高装 3室1厅1卫 87平米,新城花园荷香苑,2000,3室1厅1卫,87.0,低层(共6层),12528.0,精装修,109,邗江,汽车西站,维扬路125号,2018年07月16日,https://yangzhou.anjuke.com/prop/view/A1325686795?from=filter&spread=commsearch_p&position=116&kwtype=filter&now_time=1532228481
专业精神紫薇苑三居室南北通透2楼半送车库近锦苑海德公园大润发,翠岗新村紫薇苑,2012,3室2厅1卫,91.0,低层(共6层),13845.0,精装修,126,邗江,汽车西站,新城河路,2018年07月20日,https://yangzhou.anjuke.com/prop/view/A1332131607?from=filter&spread=commsearch_p&position=115&kwtype=filter&now_time=1532228481
万科金域华府 精装修 家具家电全留 金地酪悦旁,万科金域华府,2014,3室2厅1卫,89.8,低层(共27层),17349.0,精装修,155.8,邗江,京华城,站南路,2018年05月11日,https://yangzhou.anjuke.com/prop/view/A1224793576?from=filter&spread=commsearch_p&position=114&kwtype=filter&now_time=1532228481
精装  车库24平方  随时看房,同泰花苑,2010,3室1厅1卫,84.0,共5层,15476.0,精装修,130,邗江,美琪学校,同泰路,2018年06月21日,https://yangzhou.anjuke.com/prop/view/A1290936160?from=filter&spread=commsearch_p&position=113&kwtype=filter&now_time=1532228481
康乐新村精装小三室紧靠宝带四季园石油新村,康乐新村,2002,3室1厅1卫,80.0,共5层,13225.0,精装修,105.8,邗江,大润发邗江店,秋雨东路155号,2018年05月19日,https://yangzhou.anjuke.com/prop/view/A1239627598?from=filter&spread=commsearch_p&position=112&kwtype=filter&now_time=1532228481
西区大润发 兰苑三室93平130万  高装未住,兰苑,1998,3室2厅1卫,93.0,共5层,13978.0,精装修,130,邗江,大润发邗江店,邗江中路619号,2018年05月17日,https://yangzhou.anjuke.com/prop/view/A1235266283?from=filter&spread=commsearch_p&position=111&kwtype=filter&now_time=1532228481
急售*康乐新村精装三房 靠宝带四季园 有车库 户型好随时看房,康乐新村,2000,3室1厅1卫,80.1,共5层,13208.0,精装修,105.8,邗江,大润发邗江店,秋雨东路155号,2018年05月19日,https://yangzhou.anjuke.com/prop/view/A1240446915?from=filter&spread=commsearch_p&position=110&kwtype=filter&now_time=1532228481
兰苑93平米3室2厅1卫2楼精装修实施齐全靠大润发,兰苑,2002,3室2厅1卫,93.0,共5层,13978.0,精装修,130,邗江,大润发邗江店,邗江中路619号,2018年06月22日,https://yangzhou.anjuke.com/prop/view/A1292475861?from=filter&spread=commsearch_p&position=109&kwtype=filter&now_time=1532228481
汇锦花苑精装3房 飞机户 南北通透 带车库 拎包入住 靠万科,汇锦花苑,2010,3室2厅1卫,92.0,共5层,13043.0,精装修,120,邗江,大润发邗江店,司徒庙路399号,2018年07月07日,https://yangzhou.anjuke.com/prop/view/A1314362662?from=filter&spread=commsearch_p&position=108&kwtype=filter&now_time=1532228481
紧靠西区大润发 兰苑楼层佳阳光充裕3室朝南,兰苑,2000,3室2厅1卫,81.0,低层(共6层),13086.0,精装修,106,邗江,大润发邗江店,邗江中路619号,2018年04月24日,https://yangzhou.anjuke.com/prop/view/A1200156227?from=filter&spread=commsearch_p&position=107&kwtype=filter&now_time=1532228481
新城花园荷香苑3室1厅一楼精装车库15平,新城花园荷香苑,2000,3室1厅1卫,87.0,低层(共6层),13793.0,精装修,120,邗江,汽车西站,维扬路125号,2018年05月31日,https://yangzhou.anjuke.com/prop/view/A1262014653?from=filter&spread=commsearch_p&position=106&kwtype=filter&now_time=1532228481
万科花园96平方155万未住人，梅岭小学花都汇 不沿街,万科花园,2012,3室2厅1卫,96.0,低层(共6层),16145.0,精装修,155,邗江,京华城,江平东路,2018年06月12日,https://yangzhou.anjuke.com/prop/view/A1279834457?from=filter&spread=commsearch_p&position=105&kwtype=filter&now_time=1532228481
新城花园86平115万精装修房有车库，满五唯一,新城花园荷香苑,2000,3室1厅1卫,86.5,低层(共6层),13291.0,精装修,115,邗江,汽车西站,维扬路125号,2018年07月09日,https://yangzhou.anjuke.com/prop/view/A1316141316?from=filter&spread=commsearch_p&position=104&kwtype=filter&now_time=1532228481
康乐新村毗邻四季园 宝带 扬庄街坊,康乐新村,2000,3室1厅1卫,90.0,共5层,10977.0,精装修,98.8,邗江,大润发邗江店,秋雨东路155号,2018年04月23日,https://yangzhou.anjuke.com/prop/view/A1198909109?from=filter&spread=commsearch_p&position=103&kwtype=filter&now_time=1532228481
注意啦 （专业精神）玉器街梅岭双校区 采光充足 出门就是街,玉器街84号小区,2000,3室1厅1卫,84.0,共1层,19642.0,精装修,165,邗江,汽车西站,玉器街84号,2018年07月12日,https://yangzhou.anjuke.com/prop/view/A1320216479?from=filter&spread=commsearch_p&position=102&kwtype=filter&now_time=1532228481
新城花园，一楼大院子，位置好，精装修，邻梅香苑，宝带康乐小区,新城花园兰香苑,1999,3室1厅1卫,80.0,共5层,13600.0,精装修,108.8,邗江,汽车西站,维扬路,2018年05月08日,https://yangzhou.anjuke.com/prop/view/A1219183600?from=filter&spread=commsearch_p&position=101&kwtype=filter&now_time=1532228481
翠岗简单装修设施齐全提包入住不沿街靠兰苑咏月苑美琪,翠岗新村紫薇苑,2009,3室1厅1卫,91.0,共5层,14065.0,精装修,128,邗江,汽车西站,新城河路,2018年06月11日,https://yangzhou.anjuke.com/prop/view/A1277876791?from=filter&spread=commsearch_p&position=100&kwtype=filter&now_time=1532228481
梅中梅小本部玉器街一楼带院子精装未占三房,玉器街84号小区,1998,3室1厅1卫,83.0,共5层,19759.0,精装修,164,邗江,汽车西站,玉器街84号,2018年07月17日,https://yangzhou.anjuke.com/prop/view/A1327752404?from=filter&spread=commsearch_p&position=99&kwtype=filter&now_time=1532228481
一楼带院子超性价比！新城花园精装设施齐全提包入住+采光不挡,新城花园兰香苑,1998,3室1厅1卫,81.0,共1层,13061.0,精装修,105.8,邗江,汽车西站,维扬路,2018年07月10日,https://yangzhou.anjuke.com/prop/view/A1317891875?from=filter&spread=commsearch_p&position=98&kwtype=filter&now_time=1532228481
宝龙万达 阳光新苑 精装3室 东西全留 靠依云富川,阳光新苑(南区),2009,3室2厅1卫,99.0,共1层,9898.0,精装修,98,邗江,汽车西站,依人路,2018年06月21日,https://yangzhou.anjuke.com/prop/view/A1290830638?from=filter&spread=commsearch_p&position=97&kwtype=filter&now_time=1532228481
玉器街3室1厅精装修楼层好户型佳梅岭双教育房紧邻梅岭中小学。,玉器街84号小区,1995,3室1厅1卫,88.0,共4层,18409.0,精装修,162,邗江,汽车西站,玉器街84号,2018年05月12日,https://yangzhou.anjuke.com/prop/view/A1226767128?from=filter&spread=commsearch_p&position=96&kwtype=filter&now_time=1532228481
